,"Мощность активная потребленная, кВт",Год,Месяц,День,Час
153,9.772532942325789,22,1,7,10
154,9.51285536192741,22,1,7,11
155,9.70674795529153,22,1,7,12
156,8.4222095242542,22,1,7,13
157,7.03380006105751,22,1,7,14
158,6.550799761516529,22,1,7,15
159,6.20283180378269,22,1,7,16
160,4.6066802762673,22,1,7,17
161,4.59283080531272,22,1,7,18
162,4.29333599591992,22,1,7,19
163,4.49069095702269,22,1,7,20
164,4.32276612169841,22,1,7,21
165,4.40413176355656,22,1,7,22
166,4.40932531516453,22,1,7,23
167,4.506271611846589,22,1,7,24
168,4.43529307320438,22,1,8,1
169,4.73825025033581,22,1,8,2
170,5.37705709811584,22,1,8,3
171,6.54387502603924,22,1,8,4
172,9.78984478101902,22,1,8,5
173,10.3109311256851,22,1,8,6
174,8.90520982379519,22,1,8,7
175,9.08525294620474,22,1,8,8
176,7.889004892502859,22,1,8,9
177,7.980757637576961,22,1,8,10
178,7.65702625401363,22,1,8,11
179,7.180950689949929,22,1,8,12
180,7.74012307974111,22,1,8,13
181,6.43654162614123,22,1,8,14
182,6.3794125584535895,22,1,8,15
183,5.67482072363931,22,1,8,16
184,4.38162637325538,22,1,8,17
185,4.29506717978925,22,1,8,18
186,4.20158325084583,22,1,8,19
187,4.2916048120506005,22,1,8,20
188,4.281217708834671,22,1,8,21
189,4.21370153793109,22,1,8,22
190,4.40932531516453,22,1,8,23
191,4.31584138622112,22,1,8,24
192,4.59802435692069,22,1,9,1
193,4.72959433098921,22,1,9,2
194,5.14507845962662,22,1,9,3
195,5.7960035944919,22,1,9,4
196,8.86885496253942,22,1,9,5
197,8.68361828852191,22,1,9,6
198,8.27332771149246,22,1,9,7
199,8.41701597264623,22,1,9,8
200,7.45274655743357,22,1,9,9
201,8.55724186606136,22,1,9,10
202,7.88554252476421,22,1,9,11
203,7.632789679843119,22,1,9,12
204,7.33329487045032,22,1,9,13
205,6.48328359061295,22,1,9,14
206,6.684100919454361,22,1,9,15
207,6.083380116799431,22,1,9,16
208,4.38855110873266,22,1,9,17
209,4.33488440878366,22,1,9,18
210,4.30026073139721,22,1,9,19
211,4.24659403144821,22,1,9,20
212,4.1998520669765,22,1,9,21
213,4.31757257009043,22,1,9,22
214,4.21197035406176,22,1,9,23
215,4.21370153793109,22,1,10,0
216,4.4751103021987895,22,1,10,1
217,4.88713206309756,22,1,10,2
218,5.08621820806965,22,1,10,3
219,6.3049716520727195,22,1,10,4
220,9.29472619439277,22,1,10,5
221,10.17936115161659,22,1,10,6
222,10.14127510649149,22,1,10,7
223,10.4563505707082,22,1,10,8
224,9.5509414070525,22,1,10,9
225,9.38647893946686,22,1,10,10
226,8.191962069634311,22,1,10,11
227,7.59989718632598,22,1,10,12
228,7.30732711241048,22,1,10,13
229,6.81913326126152,22,1,10,14
230,6.34998243267511,22,1,10,15
231,5.90679936212853,22,1,10,16
232,5.10872359837084,22,1,10,17
233,4.7590244567676905,22,1,10,18
234,4.76421800837565,22,1,10,19
235,4.69670183747208,22,1,10,20
236,4.77633629546091,22,1,10,21
237,4.6967018374720695,22,1,10,22
238,4.82654062767127,22,1,10,23
239,4.76594919224497,22,1,11,0
240,4.95637941787046,22,1,11,1
241,5.16758384992781,22,1,11,2
242,5.66270243655406,22,1,11,3
243,6.4105738681014,22,1,11,4
244,8.652456978874099,22,1,11,5
245,8.449908466163361,22,1,11,6
246,8.47241385646455,22,1,11,7
247,8.67842473691394,22,1,11,8
248,7.30559592854115,22,1,11,9
249,8.02230605044069,22,1,11,10
250,7.63625204758176,22,1,11,11
251,8.04654262461121,22,1,11,12
252,7.67087572496821,22,1,11,13
253,6.68063855171571,22,1,11,14
254,6.61658474855078,22,1,11,15
255,6.163014574788271,22,1,11,16
256,4.95637941787046,22,1,11,17
257,4.72613196325056,22,1,11,18
258,4.70882012455734,22,1,11,19
259,4.587637253704759,22,1,11,20
260,4.5114651634545595,22,1,11,21
261,4.47857266993744,22,1,11,22
262,4.52358345053982,22,1,11,23
263,4.42663715385775,22,1,12,0
264,4.4837662215454,22,1,12,1
265,4.79884168576211,22,1,12,2
266,5.13815372414932,22,1,12,3
267,5.22990646922343,22,1,12,4
268,7.3713809155754095,22,1,12,5
269,7.06669255457465,22,1,12,6
270,6.88664943216509,22,1,12,7
271,7.494294970297311,22,1,12,8
272,6.4607782003117595,22,1,12,9
273,7.36618736396745,22,1,12,10
274,7.19306897703519,22,1,12,11
275,7.17748832221129,22,1,12,12
276,7.28135935437065,22,1,12,13
277,6.56291804860178,22,1,12,14
278,6.56118686473246,22,1,12,15
279,5.69559493007119,22,1,12,16
280,4.5478200247103295,22,1,12,17
281,4.50800279571592,22,1,12,18
282,4.675927631040199,22,1,12,19
283,4.5131963473238805,22,1,12,20
284,4.5495512085796594,22,1,12,21
285,4.6136050117446,22,1,12,22
286,4.5374329214944,22,1,12,23
287,4.4006693958179195,22,1,13,0
288,4.66900289556291,22,1,13,1
289,4.89578798244417,22,1,13,2
290,5.2229817337461295,22,1,13,3
291,5.66097125268474,22,1,13,4
292,7.44928418969492,22,1,13,5
293,7.5600799573315705,22,1,13,6
294,7.676069276576181,22,1,13,7
295,7.39907985748457,22,1,13,8
296,6.22533719408388,22,1,13,9
297,5.8410143750942805,22,1,13,10
298,5.6350034946449,22,1,13,11
299,5.723293871980349,22,1,13,12
300,5.40648722389432,22,1,13,13
301,5.299153823996329,22,1,13,14
302,5.19874515957561,22,1,13,15
303,5.1294978048027104,22,1,13,16
304,4.74690616968243,22,1,13,17
305,4.6257232988298504,22,1,13,18
306,4.72266959551191,22,1,13,19
307,4.79018576641549,22,1,13,20
308,4.416250050641819,22,1,13,21
309,4.47857266993743,22,1,13,22
310,4.40759413129521,22,1,13,23
311,4.62918566656849,22,1,14,0
312,5.00831493395013,22,1,14,1
313,5.04293861133659,22,1,14,2
314,5.564024956002671,22,1,14,3
315,6.70314394201691,22,1,14,4
316,8.945027052789609,22,1,14,5
317,9.18393042675612,22,1,14,6
318,9.1129518881139,22,1,14,7
319,9.35704881368838,22,1,14,8
320,8.18849970189566,22,1,14,9
321,8.71131723043107,22,1,14,10
322,8.27332771149247,22,1,14,11
323,7.91151028280405,22,1,14,12
324,8.14175773742395,22,1,14,13
325,7.20864963185909,22,1,14,14
326,6.74988590648862,22,1,14,15
327,6.32574585850459,22,1,14,16
328,4.63264803430714,22,1,14,17
329,4.67592763104021,22,1,14,18
330,4.59975554079001,22,1,14,19
331,4.935605211438579,22,1,14,20
332,4.5755189666195,22,1,14,21
333,4.7365190664664905,22,1,14,22
334,4.6291856665685,22,1,14,23
335,4.83000299540992,22,1,15,0
336,4.757293272898361,22,1,15,1
337,5.202207527314259,22,1,15,2
338,5.55536903665606,22,1,15,3
339,6.69102565493165,22,1,15,4
340,10.08241485493453,22,1,15,5
341,10.00104921307637,22,1,15,6
342,9.77080175845646,22,1,15,7
343,9.942188961519399,22,1,15,8
344,9.00388730434658,22,1,15,9
345,9.38301657172822,22,1,15,10
346,8.72862906912429,22,1,15,11
347,8.456833201640649,22,1,15,12
348,8.27852126310043,22,1,15,13
349,6.7585418258352306,22,1,15,14
350,6.869337593471871,22,1,15,15
351,6.16128339091895,22,1,15,16
352,4.63784158591511,22,1,15,17
353,4.70882012455734,22,1,15,18
354,4.57898133435814,22,1,15,19
355,4.79018576641549,22,1,15,20
356,4.646497505261721,22,1,15,21
357,4.868089040535,22,1,15,22
358,4.65515342460834,22,1,15,23
359,4.90790626952943,22,1,16,0
360,4.757293272898361,22,1,16,1
361,5.25760541113258,22,1,16,2
362,5.56056258826403,22,1,16,3
363,6.41576741970937,22,1,16,4
364,9.256640149267671,22,1,16,5
365,9.3743606523816,22,1,16,6
366,9.06967229138083,22,1,16,7
367,8.887897985101969,22,1,16,8
368,7.55834877346225,22,1,16,9
369,8.59186554344781,22,1,16,10
370,8.131370634208011,22,1,16,11
371,7.6172090250192195,22,1,16,12
372,7.36445618009812,22,1,16,13
373,6.6858321033236905,22,1,16,14
374,6.62004711628943,22,1,16,15
375,6.03144460071976,22,1,16,16
376,4.4249059699884405,22,1,16,17
377,4.47337911832946,22,1,16,18
378,4.44914254415895,22,1,16,19
379,4.540895289233051,22,1,16,20
380,4.52012108280117,22,1,16,21
381,4.58936843757408,22,1,16,22
382,4.38162637325537,22,1,16,23
383,4.61879856335256,22,1,17,0
384,4.60148672465934,22,1,17,1
385,4.91309982113739,22,1,17,2
386,5.27318606595649,22,1,17,3
387,6.62350948402808,22,1,17,4
388,8.796145240027869,22,1,17,5
389,9.25317778152902,22,1,17,6
390,9.156231484846959,22,1,17,7
391,9.27568317183022,22,1,17,8
392,8.02576841817934,22,1,17,9
393,8.57974725636255,22,1,17,10
394,8.37719874365181,22,1,17,11
395,7.98075763757695,22,1,17,12
396,7.452746557433571,22,1,17,13
397,6.65293960980655,22,1,17,14
398,6.246111400515749,22,1,17,15
399,5.0515945306832,22,1,17,16
400,4.32795967330637,22,1,17,17
401,4.5287770021477805,22,1,17,18
402,4.35738979908486,22,1,17,19
403,4.44914254415895,22,1,17,20
404,4.42663715385776,22,1,17,21
405,4.50107806023862,22,1,17,22
406,4.5478200247103295,22,1,17,23
407,4.639572769784429,22,1,18,0
408,4.58936843757407,22,1,18,1
409,4.91483100500672,22,1,18,2
410,5.38225064972381,22,1,18,3
411,6.4954018776982,22,1,18,4
412,10.33516769985561,22,1,18,5
413,9.86601687126921,22,1,18,6
414,8.9675324430908,22,1,18,7
415,9.87467279061582,22,1,18,8
416,8.917328110880451,22,1,18,9
417,9.49900589097283,22,1,18,10
418,9.086984130074061,22,1,18,11
419,8.88443561736333,22,1,18,12
420,8.61090856601036,22,1,18,13
421,6.65813316141452,22,1,18,14
422,5.52420772700825,22,1,18,15
423,5.314734478820229,22,1,18,16
424,4.67592763104021,22,1,18,17
425,4.52531463440914,22,1,18,18
426,4.61879856335256,22,1,18,19
427,4.5495512085796594,22,1,18,20
428,4.57205659888085,22,1,18,21
429,4.750368537421069,22,1,18,22
430,4.58071251822747,22,1,18,23
431,4.572056598880851,22,1,19,0
432,4.36777690230079,22,1,19,1
433,4.97196007269436,22,1,19,2
434,4.84212128249517,22,1,19,3
435,5.39783130454771,22,1,19,4
436,7.33502605431964,22,1,19,5
437,7.10304741583042,22,1,19,6
438,7.19999371251248,22,1,19,7
439,7.2969400091945396,22,1,19,8
440,6.40018676488546,22,1,19,9
441,7.16017648351806,22,1,19,10
442,7.12555280613161,22,1,19,11
443,7.17748832221128,22,1,19,12
444,6.89357416764239,22,1,19,13
445,5.22298173374613,22,1,19,14
446,5.20393871118358,22,1,19,15
447,5.1139171499788105,22,1,19,16
448,4.60148672465933,22,1,19,17
449,4.51838989893185,22,1,19,18
450,4.698433021341399,22,1,19,19
451,4.54089528923305,22,1,19,20
452,4.67938999877885,22,1,19,21
453,4.613605011744591,22,1,19,22
454,4.72786314711988,22,1,19,23
455,4.639572769784429,22,1,20,0
456,5.0169708532967405,22,1,20,1
457,4.9806159920409705,22,1,20,2
458,5.44111090128077,22,1,20,3
459,5.97604671690144,22,1,20,4
460,6.6996815742782605,22,1,20,5
461,6.20802535539066,22,1,20,6
462,6.105885507100631,22,1,20,7
463,6.35344480041376,22,1,20,8
464,5.32858394977481,22,1,20,9
465,6.02625104911179,22,1,20,10
466,5.71636913650306,22,1,20,11
467,5.8011971460998595,22,1,20,12
468,5.23510002083139,22,1,20,13
469,5.06890636937643,22,1,20,14
470,5.1485408273652595,22,1,20,15
471,5.12257306932543,22,1,20,16
472,4.49588450863066,22,1,20,17
473,4.5218522666705,22,1,20,18
474,4.51492753119321,22,1,20,19
475,4.4768414860681105,22,1,20,20
476,4.6066802762673,22,1,20,21
477,4.71055130842666,22,1,20,22
478,4.78672339867685,22,1,20,23
479,4.6222609310911995,22,1,21,0
480,4.80749760510872,22,1,21,1
481,5.0031213823421705,22,1,21,2
482,5.2593365950018995,22,1,21,3
483,6.79316550322168,22,1,21,4
484,9.7119415068995,22,1,21,5
485,9.33627460725651,22,1,21,6
486,9.16142503645493,22,1,21,7
487,9.42283380072263,22,1,21,8
488,8.10540287616817,22,1,21,9
489,9.09217768168203,22,1,21,10
490,8.872317330278062,22,1,21,11
491,8.86366141093145,22,1,21,12
492,8.08635985360563,22,1,21,13
493,7.30732711241048,22,1,21,14
494,7.04938071588142,22,1,21,15
495,6.31362757141933,22,1,21,16
496,4.613605011744591,22,1,21,17
497,4.5495512085796594,22,1,21,18
498,4.65342224073901,22,1,21,19
499,4.70189538908004,22,1,21,20
500,4.59629317305137,22,1,21,21
501,4.61706737948324,22,1,21,22
502,4.82307825993262,22,1,21,23
503,4.92521810822265,22,1,22,0
504,4.84904601797246,22,1,22,1
505,5.053325714552519,22,1,22,2
506,5.546713117309441,22,1,22,3
507,6.36729427136833,22,1,22,4
508,8.87058614640875,22,1,22,5
509,8.33565033078808,22,1,22,6
510,8.22312337928211,22,1,22,7
511,8.57109133701594,22,1,22,8
512,7.22769265442165,22,1,22,9
513,8.352962169481291,22,1,22,10
514,7.9876823730542394,22,1,22,11
515,7.698574666877381,22,1,22,12
516,7.632789679843119,22,1,22,13
517,6.56984278407907,22,1,22,14
518,6.39672439714682,22,1,22,15
519,6.22879956182253,22,1,22,16
520,4.85423956958043,22,1,22,17
521,4.64995987300036,22,1,22,18
522,4.68112118264817,22,1,22,19
523,4.63091685043782,22,1,22,20
524,4.66900289556291,22,1,22,21
525,4.72093841164259,22,1,22,22
526,4.76421800837566,22,1,22,23
527,4.89232561470552,22,1,23,0
528,4.84558365023382,22,1,23,1
529,5.105261230632189,22,1,23,2
530,5.4307237980648395,22,1,23,3
531,6.70314394201691,22,1,23,4
532,9.71886624237679,22,1,23,5
533,9.28087672343819,22,1,23,6
534,9.268758436352929,22,1,23,7
535,9.40898432976805,22,1,23,8
536,8.28890836631636,22,1,23,9
537,9.58556508443896,22,1,23,10
538,9.16488740419358,22,1,23,11
539,9.09564004942067,22,1,23,12
540,8.453370833902,22,1,23,13
541,7.32810131884235,22,1,23,14
542,6.96628389015393,22,1,23,15
543,5.48612168188316,22,1,23,16
544,4.93387402756926,22,1,23,17
545,4.82480944380195,22,1,23,18
546,4.86462667279636,22,1,23,19
547,4.85077720184178,22,1,23,20
548,4.85770193731908,22,1,23,21
549,4.800572869631431,22,1,23,22
550,4.82827181154059,22,1,23,23
551,5.11045478224017,22,1,24,0
552,5.21432581439952,22,1,24,1
553,5.2281752853541,22,1,24,2
554,5.73368097519628,22,1,24,3
555,6.41749860357869,22,1,24,4
556,9.20643581705732,22,1,24,5
557,9.151037933238989,22,1,24,6
558,9.43495208780789,22,1,24,7
559,8.945027052789609,22,1,24,8
560,7.6535638862749895,22,1,24,9
561,8.764983930380069,22,1,24,10
562,8.44817728229404,22,1,24,11
563,8.2767900792311,22,1,24,12
564,7.8232199054686,22,1,24,13
565,7.19826252864316,22,1,24,14
566,7.05111189975074,22,1,24,15
567,6.0487564394129905,22,1,24,16
568,5.16758384992781,22,1,24,17
569,5.20047634344494,22,1,24,18
570,5.0896805758083,22,1,24,19
571,4.93041165983062,22,1,24,20
572,5.06890636937642,22,1,24,21
573,5.02562677264336,22,1,24,22
574,5.19182042409833,22,1,24,23
575,5.36147644329193,22,1,25,0
576,5.42379906258754,22,1,25,1
577,5.55363785278674,22,1,25,2
578,5.892949891173959,22,1,25,3
579,7.08400439326787,22,1,25,4
580,9.78638241328037,22,1,25,5
581,9.84870503257598,22,1,25,6
582,10.075490119457239,22,1,25,7
583,10.146468658099462,22,1,25,8
584,9.21509173640393,22,1,25,9
585,9.694629668206272,22,1,25,10
586,9.961231984081941,22,1,25,11
587,9.225478839619871,22,1,25,12
588,8.35642453721994,22,1,25,13
589,7.19133779316587,22,1,25,14
590,6.95070323533003,22,1,25,15
591,6.571573967948391,22,1,25,16
592,5.067175185507111,22,1,25,17
593,5.20047634344494,22,1,25,18
594,5.02043322103539,22,1,25,19
595,5.0740999209843896,22,1,25,20
596,4.94945468239316,22,1,25,21
597,5.17104621766645,22,1,25,22
598,4.91656218887604,22,1,25,23
599,5.24202475630868,22,1,26,0
600,5.13122898867204,22,1,26,1
601,5.307809743342929,22,1,26,2
602,5.54671311730945,22,1,26,3
603,6.05221880715163,22,1,26,4
604,8.05692972782714,22,1,26,5
605,7.92709093762795,22,1,26,6
606,7.78340267647418,22,1,26,7
607,8.326994411441461,22,1,26,8
608,7.53238101542241,22,1,26,9
609,8.61783330148765,22,1,26,10
610,8.03615552139527,22,1,26,11
611,8.188499701895651,22,1,26,12
612,6.83990746769339,22,1,26,13
613,5.99335855559466,22,1,26,14
614,5.84620792670224,22,1,26,15
615,5.6505841494688,22,1,26,16
616,5.30954092721226,22,1,26,17
617,5.023895588774041,22,1,26,18
618,5.2125946305302,22,1,26,19
619,5.22990646922342,22,1,26,20
620,5.04293861133658,22,1,26,21
621,5.053325714552519,22,1,26,22
622,5.43418616580348,22,1,26,23
623,5.349358156206669,22,1,27,0
624,5.51728299153097,22,1,27,1
625,5.68174545911661,22,1,27,2
626,5.891218707304629,22,1,27,3
627,6.15608983931099,22,1,27,4
628,7.1497893803021295,22,1,27,5
629,6.78450958387507,22,1,27,6
630,6.6598643452838395,22,1,27,7
631,6.862412857994579,22,1,27,8
632,5.988165003986699,22,1,27,9
633,6.85375693864797,22,1,27,10
634,6.51617608413007,22,1,27,11
635,6.4642405680504,22,1,27,12
636,6.38287492619223,22,1,27,13
637,5.91545528147515,22,1,27,14
638,5.96739079755482,22,1,27,15
639,5.74753044615086,22,1,27,16
640,5.314734478820229,22,1,27,17
641,5.297422640127,22,1,27,18
642,5.46015392384332,22,1,27,19
643,5.16931503379714,22,1,27,20
644,5.30607855947361,22,1,27,21
645,5.36840117876922,22,1,27,22
646,5.267992514348521,22,1,27,23
647,5.53459483022419,22,1,28,0
648,5.77696057192935,22,1,28,1
649,5.91718646534448,22,1,28,2
650,6.27381034242492,22,1,28,3
651,7.35406907688219,22,1,28,4
652,10.0425976259401,22,1,28,5
653,10.78527550587948,22,1,28,6
654,10.64331842859503,22,1,28,7
655,10.08241485493452,22,1,28,8
656,9.33800579112583,22,1,28,9
657,9.9802750066445,22,1,28,10
658,9.82446845840547,22,1,28,11
659,9.89025344543972,22,1,28,12
660,9.83312437775208,22,1,28,13
661,7.963445798883731,22,1,28,14
662,7.219036735075029,22,1,28,15
663,6.01240157815721,22,1,28,16
664,5.38571301746245,22,1,28,17
665,5.37532591424652,22,1,28,18
666,5.60211100112776,22,1,28,19
667,5.520745359269609,22,1,28,20
668,5.49477760122977,22,1,28,21
669,5.4843904980138305,22,1,28,22
670,5.54844430117877,22,1,28,23
671,5.87390686861141,22,1,29,0
672,5.939691855645661,22,1,29,1
673,5.90853054599786,22,1,29,2
674,6.3447888810671405,22,1,29,3
675,7.547961670246311,22,1,29,4
676,10.76796366718626,22,1,29,5
677,10.38364084819665,22,1,29,6
678,10.26592034508272,22,1,29,7
679,10.336898883724931,22,1,29,8
680,9.225478839619871,22,1,29,9
681,10.01316750016163,22,1,29,10
682,9.447070374893151,22,1,29,11
683,9.88679107770108,22,1,29,12
684,9.621919945694732,22,1,29,13
685,6.70660630975555,22,1,29,14
686,6.247842584385079,22,1,29,15
687,6.27900389403288,22,1,29,16
688,5.46534747545129,22,1,29,17
689,5.47919694640586,22,1,29,18
690,5.51208943992299,22,1,29,19
691,5.463616291581969,22,1,29,20
692,5.4445732690194095,22,1,29,21
693,5.6159604720823495,22,1,29,22
694,5.58826153017319,22,1,29,23
695,5.53113246248554,22,1,30,0
696,5.9033369943899,22,1,30,1
697,5.99682092333331,22,1,30,2
698,6.31535875528866,22,1,30,3
699,7.3748432833140605,22,1,30,4
700,10.584458177038059,22,1,30,5
701,10.90645837673205,22,1,30,6
702,10.12223208392895,22,1,30,7
703,9.68597374885966,22,1,30,8
704,9.41417788137602,22,1,30,9
705,9.985468558252471,22,1,30,10
706,9.31203803308599,22,1,30,11
707,9.746565184285949,22,1,30,12
708,9.10948952037525,22,1,30,13
709,7.85438121511641,22,1,30,14
710,7.47698313160409,22,1,30,15
711,7.49256378642799,22,1,30,16
712,5.697326113940511,22,1,30,17
713,5.4843904980138305,22,1,30,18
714,5.64885296559948,22,1,30,19
715,5.42033669484891,22,1,30,20
716,5.5432507495708006,22,1,30,21
717,5.6505841494688,22,1,30,22
718,5.572680875349279,22,1,30,23
719,5.60384218499709,22,1,31,0
720,5.64712178173016,22,1,31,1
721,6.1197349780552095,22,1,31,2
722,5.8808316040887,22,1,31,3
723,6.742961171011331,22,1,31,4
724,9.05236045268761,22,1,31,5
725,10.83028628648186,22,1,31,6
726,10.72987762206116,22,1,31,7
727,9.95603843247398,22,1,31,8
728,9.22547883961986,22,1,31,9
729,9.79676951649631,22,1,31,10
730,9.71367269076882,22,1,31,11
731,9.39859722655212,22,1,31,12
732,9.77426412619511,22,1,31,13
733,8.32526322757214,22,1,31,14
734,7.46140247678019,22,1,31,15
735,7.73839189587179,22,1,31,16
736,6.48847714222092,22,1,31,17
737,5.55363785278673,22,1,31,18
738,5.6159604720823495,22,1,31,19
739,5.44976682062739,22,1,31,20
740,5.53459483022419,22,1,31,21
741,5.53805719796284,22,1,31,22
742,5.70771321715644,22,1,31,23
743,5.461885107712639,22,2,1,0
744,4.827053409627361,22,2,1,1
745,5.14471117230828,22,2,1,2
746,7.623786304341829,22,2,1,3
747,9.44401570637053,22,2,1,4
748,9.38519019476295,22,2,1,5
749,8.99021890254066,22,2,1,6
750,4.561498242941737,22,2,1,7
751,3.54969944329143,22,2,1,8
752,8.75827831391651,22,2,1,9
753,8.559952303353821,22,2,1,10
754,8.04228780120715,22,2,1,11
755,6.63047552262533,22,2,1,12
756,6.04390113545264,22,2,1,13
757,5.73632774619018,22,2,1,14
758,4.29090088954689,22,2,1,15
759,3.91945980196763,22,2,1,16
760,4.02534572286126,22,2,1,17
761,3.82029679668628,22,2,1,18
762,3.87071866377849,22,2,1,19
763,3.7934051342371,22,2,1,20
764,3.86231501926313,22,2,1,21
765,4.11442435472416,22,2,1,22
766,4.0673639454381,22,2,1,23
767,4.23879829355161,22,2,2,0
768,4.44720867753273,22,2,2,1
769,5.05563254044538,22,2,2,2
