,"Мощность активная потребленная, кВт",Год,Месяц,День,Час,День недели,Праздник ли это
1620,6.728723378574,2022,3,9,13,3,0
1621,5.94878872822465,2022,3,9,14,3,0
1622,6.13305027494669,2022,3,9,15,3,0
1623,5.581854096390231,2022,3,9,16,3,0
1624,4.02675018052056,2022,3,9,17,3,0
1625,3.9775078706207,2022,3,9,18,3,0
1626,3.94573863842725,2022,3,9,19,3,0
1627,3.89649632852738,2022,3,9,20,3,0
1628,3.8536078650662198,2022,3,9,21,3,0
1629,3.96162325452398,2022,3,9,22,3,0
1630,3.8647270963339304,2022,3,9,23,3,0
1631,3.8663155579436,2022,3,10,0,3,0
1632,4.1061732610042,2022,3,10,1,4,0
1633,4.4842271241063205,2022,3,10,2,4,0
1634,4.6669002092187,2022,3,10,3,4,0
1635,5.785177182428351,2022,3,10,4,4,0
1636,8.52845038233328,2022,3,10,5,4,0
1637,9.34015426487608,2022,3,10,6,4,0
1638,9.30520810946329,2022,3,10,7,4,0
1639,9.59430812242374,2022,3,10,8,4,0
1640,8.763542700564859,2022,3,10,9,4,0
1641,8.61263884764594,2022,3,10,10,4,0
1642,7.5166003369717,2022,3,10,11,4,0
1643,6.9733464664636,2022,3,10,12,4,0
1644,6.70489645442891,2022,3,10,13,4,0
1645,6.2569502805011705,2022,3,10,14,4,0
1646,5.82647718427984,2022,3,10,15,4,0
1647,5.41983101220361,2022,3,10,16,4,0
1648,4.68755021014444,2022,3,10,17,4,0
1649,4.36668096499054,2022,3,10,18,4,0
1650,4.371446349819561,2022,3,10,19,4,0
1651,4.3094963470423195,2022,3,10,20,4,0
1652,4.38256558108726,2022,3,10,21,4,0
1653,4.3094963470423195,2022,3,10,22,4,0
1654,4.42863096776777,2022,3,10,23,4,0
1655,4.37303481142923,2022,3,11,0,4,0
1656,4.54776558849323,2022,3,11,1,5,0
1657,4.74155790487332,2022,3,11,2,5,0
1658,5.19585792523974,2022,3,11,3,5,0
1659,5.8820733406183905,2022,3,11,4,5,0
1660,7.9391311251446695,2022,3,11,5,5,0
1661,7.7532811168129605,2022,3,11,6,5,0
1662,7.7739311177387,2022,3,11,7,5,0
1663,7.96295804928977,2022,3,11,8,5,0
1664,6.70330799281923,2022,3,11,9,5,0
1665,7.3609310992237695,2022,3,11,10,5,0
1666,7.0067041602667395,2022,3,11,11,5,0
1667,7.38316956175919,2022,3,11,12,5,0
1668,7.03847339246019,2022,3,11,13,5,0
1669,6.12987335172735,2022,3,11,14,5,0
1670,6.07110027216946,2022,3,11,15,5,0
1671,5.65492333043518,2022,3,11,16,5,0
1672,4.547765588493229,2022,3,11,17,5,0
1673,4.33650019440675,2022,3,11,18,5,0
1674,4.32061557831002,2022,3,11,19,5,0
1675,4.20942326563293,2022,3,11,20,5,0
1676,4.13953095480732,2022,3,11,21,5,0
1677,4.10935018422355,2022,3,11,22,5,0
1678,4.15065018607503,2022,3,11,23,5,0
1679,4.061696335933361,2022,3,12,0,5,1
1680,4.11411556905256,2022,3,12,1,6,1
1681,4.40321558201301,2022,3,12,2,6,1
1682,4.71455405750888,2022,3,12,3,6,1
1683,4.79874252282154,2022,3,12,4,6,1
1684,6.7636695339868,2022,3,12,5,6,1
1685,6.484100290684379,2022,3,12,6,6,1
1686,6.31890028327841,2022,3,12,7,6,1
1687,6.87645030827356,2022,3,12,8,6,1
1688,5.9281387272989,2022,3,12,9,6,1
1689,6.758904149157781,2022,3,12,10,6,1
1690,6.60005798819049,2022,3,12,11,6,1
1691,6.58576183370345,2022,3,12,12,6,1
1692,6.681069530283811,2022,3,12,13,6,1
1693,6.02185796226959,2022,3,12,14,6,1
1694,6.02026950065992,2022,3,12,15,6,1
1695,5.2260386958235205,2022,3,12,16,6,1
1696,4.172888648610449,2022,3,12,17,6,1
1697,4.13635403158798,2022,3,12,18,6,1
1698,4.29043480772624,2022,3,12,19,6,1
1699,4.141119416417,2022,3,12,20,6,1
1700,4.174477110220121,2022,3,12,21,6,1
1701,4.23325018977802,2022,3,12,22,6,1
1702,4.16335787895242,2022,3,12,23,6,1
1703,4.03786941178827,2022,3,13,0,6,1
1704,4.28408096128755,2022,3,13,1,7,1
1705,4.4921694321546894,2022,3,13,2,7,1
1706,4.79238867638285,2022,3,13,3,7,1
1707,5.19426946363006,2022,3,13,4,7,1
1708,6.83515030642207,2022,3,13,5,7,1
1709,6.9368118494411295,2022,3,13,6,7,1
1710,7.0432387772892096,2022,3,13,7,7,1
1711,6.78908491974156,2022,3,13,8,7,1
1712,5.7121079483834,2022,3,13,9,7,1
1713,5.359469471036039,2022,3,13,10,7,1
1714,5.17044253948497,2022,3,13,11,7,1
1715,5.25145408157829,2022,3,13,12,7,1
1716,4.96076560700817,2022,3,13,13,7,1
1717,4.86228098720845,2022,3,13,14,7,1
1718,4.77015021384743,2022,3,13,15,7,1
1719,4.70661174946051,2022,3,13,16,7,1
1720,4.35556173372283,2022,3,13,17,7,1
1721,4.244369421045731,2022,3,13,18,7,1
1722,4.33332327118741,2022,3,13,19,7,1
1723,4.39527327396465,2022,3,13,20,7,1
1724,4.052165566275329,2022,3,13,21,7,1
1725,4.1093501842235405,2022,3,13,22,7,1
1726,4.0442232582269595,2022,3,13,23,7,1
1727,4.24754634426508,2022,3,14,0,7,0
1728,4.59541943678342,2022,3,14,1,1,0
1729,4.6271886689768795,2022,3,14,2,1,0
1730,5.10531561348839,2022,3,14,3,1,0
1731,6.1505233526531,2022,3,14,4,1,0
1732,8.20758113717938,2022,3,14,5,1,0
1733,8.42678883931422,2022,3,14,6,1,0
1734,8.36166191331764,2022,3,14,7,1,0
1735,8.58563500028151,2022,3,14,8,1,0
1736,7.51342341375236,2022,3,14,9,1,0
1737,7.9931388198735505,2022,3,14,10,1,0
1738,7.59125803262633,2022,3,14,11,1,0
1739,7.2592695562047105,2022,3,14,12,1,0
1740,7.47053495029119,2022,3,14,13,1,0
1741,6.61435414267755,2022,3,14,14,1,0
1742,6.19341181611426,2022,3,14,15,1,0
1743,5.8042387217444205,2022,3,14,16,1,0
1744,4.250723267484419,2022,3,14,17,1,0
1745,4.29043480772624,2022,3,14,18,1,0
1746,4.22054249690064,2022,3,14,19,1,0
1747,4.5287040491771595,2022,3,14,20,1,0
1748,4.19830403436522,2022,3,14,21,1,0
1749,4.34603096406479,2022,3,14,22,1,0
1750,4.24754634426508,2022,3,14,23,1,0
1751,4.43180789098712,2022,3,15,0,1,0
1752,4.36509250338086,2022,3,15,1,2,0
1753,4.773327137066779,2022,3,15,2,2,0
1754,5.09737330544002,2022,3,15,3,2,0
1755,6.13940412138539,2022,3,15,4,2,0
1756,9.25120041473441,2022,3,15,5,2,0
1757,9.17654271907979,2022,3,15,6,2,0
1758,8.965277324993309,2022,3,15,7,2,0
1759,9.12253502435091,2022,3,15,8,2,0
1760,8.26158883190825,2022,3,15,9,2,0
1761,8.60946192442659,2022,3,15,10,2,0
1762,8.009023435970281,2022,3,15,11,2,0
1763,7.759634963251649,2022,3,15,12,2,0
1764,7.59602341745534,2022,3,15,13,2,0
1765,6.201354124162631,2022,3,15,14,2,0
1766,6.303015667181681,2022,3,15,15,2,0
1767,5.65333486882551,2022,3,15,16,2,0
1768,4.25548865231344,2022,3,15,17,2,0
1769,4.32061557831003,2022,3,15,18,2,0
1770,4.20148095758456,2022,3,15,19,2,0
1771,4.39527327396465,2022,3,15,20,2,0
1772,4.2634309603618,2022,3,15,21,2,0
1773,4.46675404639993,2022,3,15,22,2,0
1774,4.27137326841017,2022,3,15,23,2,0
1775,4.5032886634224,2022,3,16,0,2,0
1776,4.365092503380859,2022,3,16,1,3,0
1777,4.8241579085763,2022,3,16,2,3,0
1778,5.10213869026904,2022,3,16,3,3,0
1779,5.88683872544741,2022,3,16,4,3,0
1780,8.49350422692048,2022,3,16,5,3,0
1781,8.60151961637823,2022,3,16,6,3,0
1782,8.32195037307582,2022,3,16,7,3,0
1783,8.15516190406017,2022,3,16,8,3,0
1784,6.93522338783146,2022,3,16,9,3,0
1785,7.88353496880613,2022,3,16,10,3,0
1786,7.46100418063315,2022,3,16,11,3,0
1787,6.98923108256034,2022,3,16,12,3,0
1788,6.7573156875481,2022,3,16,13,3,0
1789,6.13463873655637,2022,3,16,14,3,0
1790,6.074277195388801,2022,3,16,15,3,0
1791,5.53420024810005,2022,3,16,16,3,0
1792,4.060107874323689,2022,3,16,17,3,0
1793,4.1045847993945195,2022,3,16,18,3,0
1794,4.0823463368591,2022,3,16,19,3,0
1795,4.1665348021717605,2022,3,16,20,3,0
1796,4.147473262855691,2022,3,16,21,3,0
1797,4.2110117272425995,2022,3,16,22,3,0
1798,4.02039633408187,2022,3,16,23,3,0
1799,4.23801557460704,2022,3,17,0,3,0
1800,4.22213095851032,2022,3,17,1,4,0
1801,4.50805404825142,2022,3,17,2,4,0
1802,4.8384540630633595,2022,3,17,3,4,0
1803,6.07745411860815,2022,3,17,4,4,0
1804,8.07097343874751,2022,3,17,5,4,0
1805,8.49032730370114,2022,3,17,6,4,0
1806,8.40137345355946,2022,3,17,7,4,0
1807,8.51097730462688,2022,3,17,8,4,0
1808,7.36410802244311,2022,3,17,9,4,0
1809,7.87241573753842,2022,3,17,10,4,0
1810,7.6865657292067,2022,3,17,11,4,0
1811,7.32280802059162,2022,3,17,12,4,0
1812,6.83832722964142,2022,3,17,13,4,0
1813,6.10445796597258,2022,3,17,14,4,0
1814,5.73116948769948,2022,3,17,15,4,0
1815,4.63513097702524,2022,3,17,16,4,0
1816,3.97115402418201,2022,3,17,17,4,0
1817,4.15541557090406,2022,3,17,18,4,0
1818,3.99815787154645,2022,3,17,19,4,0
1819,4.0823463368591,2022,3,17,20,4,0
1820,4.061696335933361,2022,3,17,21,4,0
1821,4.1300001851492905,2022,3,17,22,4,0
1822,4.17288864861045,2022,3,17,23,4,0
1823,4.25707711392311,2022,3,17,24,4,0
1824,4.2110117272425995,2022,3,18,1,5,0
1825,4.50964250986109,2022,3,18,2,5,0
1826,4.93852714447274,2022,3,18,3,5,0
1827,5.9599079594923605,2022,3,18,4,5,0
1828,9.48311580974663,2022,3,18,5,5,0
1829,9.05264271352531,2022,3,18,6,5,0
1830,8.22823113810512,2022,3,18,7,5,0
1831,9.06058502157367,2022,3,18,8,5,0
1832,8.182165751424611,2022,3,18,9,5,0
1833,8.71588885227467,2022,3,18,10,5,0
1834,8.33783498917254,2022,3,18,11,5,0
1835,8.151984980840819,2022,3,18,12,5,0
1836,7.90100804651253,2022,3,18,13,5,0
1837,6.109223350801599,2022,3,18,14,5,0
1838,5.06878099646591,2022,3,18,15,5,0
1839,4.87657714169551,2022,3,18,16,5,0
1840,4.29043480772624,2022,3,18,17,5,0
1841,4.15223864768471,2022,3,18,18,5,0
1842,4.23801557460704,2022,3,18,19,5,0
1843,4.1744771102201295,2022,3,18,20,5,0
1844,4.195127111145879,2022,3,18,21,5,0
1845,4.358738656942171,2022,3,18,22,5,0
1846,4.2030694191942395,2022,3,18,23,5,0
1847,4.19512711114587,2022,3,18,24,5,0
1848,4.00768864120448,2022,3,19,1,6,1
1849,4.5620617429802905,2022,3,19,2,6,1
1850,4.442927122254829,2022,3,19,3,6,1
1851,4.9528232989598,2022,3,19,4,6,1
1852,6.730311840183671,2022,3,19,5,6,1
1853,6.5174579844875105,2022,3,19,6,6,1
1854,6.60641183462919,2022,3,19,7,6,1
1855,6.69536568477086,2022,3,19,8,6,1
1856,5.87254257096035,2022,3,19,9,6,1
1857,6.5698772176067095,2022,3,19,10,6,1
1858,6.53810798541326,2022,3,19,11,6,1
1859,6.58576183370344,2022,3,19,12,6,1
1860,6.32525412971711,2022,3,19,13,6,1
1861,4.79238867638285,2022,3,19,14,6,1
1862,4.77491559867644,2022,3,19,15,6,1
1863,4.69231559497347,2022,3,19,16,6,1
1864,4.222130958510309,2022,3,19,17,6,1
1865,4.145884801246019,2022,3,19,18,6,1
1866,4.31108480865199,2022,3,19,19,6,1
1867,4.1665348021717605,2022,3,19,20,6,1
1868,4.293611730945591,2022,3,19,21,6,1
1869,4.23325018977802,2022,3,19,22,6,1
1870,4.33808865601643,2022,3,19,23,6,1
1871,4.25707711392311,2022,3,20,0,6,1
1872,4.6033617448317905,2022,3,20,1,7,1
1873,4.5700040510286595,2022,3,20,2,7,1
1874,4.992534839201619,2022,3,20,3,7,1
1875,5.48336947659051,2022,3,20,4,7,1
1876,6.14734642943375,2022,3,20,5,7,1
1877,5.69622333228667,2022,3,20,6,7,1
1878,5.60250409731597,2022,3,20,7,7,1
1879,5.82965410749918,2022,3,20,8,7,1
1880,4.88928483457289,2022,3,20,9,7,1
1881,5.52943486327103,2022,3,20,10,7,1
1882,5.2451002351396,2022,3,20,11,7,1
1883,5.322934854013569,2022,3,20,12,7,1
1884,4.803507907650561,2022,3,20,13,7,1
1885,4.65101559312197,2022,3,20,14,7,1
1886,4.724084827166919,2022,3,20,15,7,1
1887,4.70025790302183,2022,3,20,16,7,1
1888,4.1252348003202695,2022,3,20,17,7,1
1889,4.14906172446536,2022,3,20,18,7,1
1890,4.14270787802667,2022,3,20,19,7,1
1891,4.10776172261387,2022,3,20,20,7,1
1892,4.22689634333933,2022,3,20,21,7,1
1893,4.322204039919701,2022,3,20,22,7,1
1894,4.3920963507453,2022,3,20,23,7,1
1895,4.24119249782638,2022,3,21,0,7,0
1896,4.41115789006138,2022,3,21,1,1,0
1897,4.5906540519544095,2022,3,21,2,1,0
1898,4.82574637018598,2022,3,21,3,1,0
1899,6.23312335635608,2022,3,21,4,1,0
1900,8.911269630264432,2022,3,21,5,1,0
1901,8.56657346096543,2022,3,21,6,1,0
1902,8.406138838388479,2022,3,21,7,1,0
1903,8.645996541449069,2022,3,21,8,1,0
1904,7.43717725648807,2022,3,21,9,1,0
1905,8.34260037400157,2022,3,21,10,1,0
1906,8.14086574957311,2022,3,21,11,1,0
1907,8.13292344152475,2022,3,21,12,1,0
1908,7.41970417878167,2022,3,21,13,1,0
1909,6.7048964544289,2022,3,21,14,1,0
1910,6.4682156745876505,2022,3,21,15,1,0
1911,5.793119490476711,2022,3,21,16,1,0
1912,4.23325018977802,2022,3,21,17,1,0
1913,4.17447711022013,2022,3,21,18,1,0
1914,4.2697848068005,2022,3,21,19,1,0
1915,4.31426173187133,2022,3,21,20,1,0
1916,4.21736557368129,2022,3,21,21,1,0
1917,4.23642711299736,2022,3,21,22,1,0
1918,4.425454044548429,2022,3,21,23,1,0
1919,4.51917327951913,2022,3,22,0,1,0
1920,4.44928096869352,2022,3,22,1,2,0
1921,4.63671943863491,2022,3,22,2,2,0
1922,5.08943099739166,2022,3,22,3,2,0
1923,5.842361800376571,2022,3,22,4,2,0
1924,8.13927728796344,2022,3,22,5,2,0
1925,7.64844265057455,2022,3,22,6,2,0
1926,7.54519264594582,2022,3,22,7,2,0
1927,7.86447342949005,2022,3,22,8,2,0
1928,6.631827220383951,2022,3,22,9,2,0
1929,7.66432726667127,2022,3,22,10,2,0
1930,7.32916186703031,2022,3,22,11,2,0
1931,7.063888778214951,2022,3,22,12,2,0
1932,7.00352723704738,2022,3,22,13,2,0
1933,6.02821180870829,2022,3,22,14,2,0
1934,5.869365647741009,2022,3,22,15,2,0
1935,5.71528487160275,2022,3,22,16,2,0
1936,4.45404635352254,2022,3,22,17,2,0
1937,4.26660788358115,2022,3,22,18,2,0
1938,4.29520019255526,2022,3,22,19,2,0
1939,4.24913480587475,2022,3,22,20,2,0
1940,4.28408096128755,2022,3,22,21,2,0
1941,4.33173480957773,2022,3,22,22,2,0
1942,4.37144634981955,2022,3,22,23,2,0
1943,4.48899250893535,2022,3,22,24,2,0
1944,4.44610404547417,2022,3,23,1,3,0
1945,4.6843732869251,2022,3,23,2,3,0
1946,4.98300406954358,2022,3,23,3,3,0
1947,6.1505233526530905,2022,3,23,4,3,0
1948,8.91762347670312,2022,3,23,5,3,0
1949,8.5157426894559,2022,3,23,6,3,0
1950,8.50462345818819,2022,3,23,7,3,0
1951,8.63328884857169,2022,3,23,8,3,0
1952,7.6055541871133805,2022,3,23,9,3,0
1953,8.79531193275832,2022,3,23,10,3,0
1954,8.40931576160782,2022,3,23,11,3,0
1955,8.34577729722091,2022,3,23,12,3,0
1956,7.7564580400322996,2022,3,23,13,3,0
1957,6.72395799374498,2022,3,23,14,3,0
1958,6.39196951732336,2022,3,23,15,3,0
1959,5.03383484105312,2022,3,23,16,3,0
1960,4.52711558756749,2022,3,23,17,3,0
1961,4.4270425061581005,2022,3,23,18,3,0
1962,4.463577123180579,2022,3,23,19,3,0
1963,4.4508694303032,2022,3,23,20,3,0
1964,4.45722327674188,2022,3,23,21,3,0
1965,4.40480404362268,2022,3,23,22,3,0
1966,4.43021942937745,2022,3,23,23,3,0
1967,4.689138671754121,2022,3,23,24,3,0
1968,4.78444636833449,2022,3,24,1,4,0
1969,4.79715406121187,2022,3,24,2,4,0
1970,5.26098485123633,2022,3,24,3,4,0
1971,5.88842718705708,2022,3,24,4,4,0
1972,8.44743884023997,2022,3,24,5,4,0
1973,8.39660806873044,2022,3,24,6,4,0
1974,8.657115772716779,2022,3,24,7,4,0
1975,8.207581137179371,2022,3,24,8,4,0
1976,7.02258877636347,2022,3,24,9,4,0
1977,8.0423811297734,2022,3,24,10,4,0
1978,7.75169265520328,2022,3,24,11,4,0
1979,7.59443495584568,2022,3,24,12,4,0
1980,7.1782580141114,2022,3,24,13,4,0
1981,6.604823373019521,2022,3,24,14,4,0
1982,6.469804136197331,2022,3,24,15,4,0
1983,5.55008486419677,2022,3,24,16,4,0
1984,4.74155790487332,2022,3,24,17,4,0
1985,4.7717386754571,2022,3,24,18,4,0
1986,4.67007713243805,2022,3,24,19,4,0
1987,4.52393866434814,2022,3,24,20,4,0
1988,4.65101559312197,2022,3,24,21,4,0
1989,4.6113040528801506,2022,3,24,22,4,0
1990,4.76379636740874,2022,3,24,23,4,0
1991,4.91946560515667,2022,3,25,0,4,0
1992,4.97665022310489,2022,3,25,1,5,0
1993,5.09578484383035,2022,3,25,2,5,0
1994,5.40712331932622,2022,3,25,3,5,0
1995,6.49998490678111,2022,3,25,4,5,0
1996,8.979573479480361,2022,3,25,5,5,0
1997,9.036758097428581,2022,3,25,6,5,0
1998,9.24484656829571,2022,3,25,7,5,0
1999,9.3099734942923,2022,3,25,8,5,0
2000,8.45538114828833,2022,3,25,9,5,0
2001,8.8953850141677,2022,3,25,10,5,0
2002,9.14000810205731,2022,3,25,11,5,0
2003,8.46491191794637,2022,3,25,12,5,0
2004,7.66750418989062,2022,3,25,13,5,0
2005,6.5984695265808195,2022,3,25,14,5,0
2006,6.37767336283631,2022,3,25,15,5,0
2007,6.02980027031796,2022,3,25,16,5,0
2008,4.64942713151229,2022,3,25,17,5,0
2009,4.7717386754571,2022,3,25,18,5,0
2010,4.6065386680511295,2022,3,25,19,5,0
2011,4.6557809779509896,2022,3,25,20,5,0
2012,4.54141174205454,2022,3,25,21,5,0
2013,4.74473482809266,2022,3,25,22,5,0
2014,4.51123097147077,2022,3,25,23,5,0
2015,4.809861754089249,2022,3,26,0,5,1
2016,4.70820021107019,2022,3,26,1,6,1
2017,4.87022329525681,2022,3,26,2,6,1
2018,5.08943099739166,2022,3,26,3,6,1
2019,5.553261787416121,2022,3,26,4,6,1
2020,7.39270033141722,2022,3,26,5,6,1
2021,7.27356571069176,2022,3,26,6,6,1
2022,7.14172339708892,2022,3,26,7,6,1
2023,7.640500342526179,2022,3,26,8,6,1
2024,6.911396463686369,2022,3,26,9,6,1
2025,7.90736189295121,2022,3,26,10,6,1
2026,7.373638792101151,2022,3,26,11,6,1
2027,7.51342341375236,2022,3,26,12,6,1
2028,6.27601181981724,2022,3,26,13,6,1
2029,5.49925409268725,2022,3,26,14,6,1
2030,5.36423485586506,2022,3,26,15,6,1
2031,5.1847386939720295,2022,3,26,16,6,1
2032,4.8718117568664905,2022,3,26,17,6,1
2033,4.60971559127048,2022,3,26,18,6,1
2034,4.78285790672481,2022,3,26,19,6,1
2035,4.79874252282154,2022,3,26,20,6,1
2036,4.6271886689768795,2022,3,26,21,6,1
2037,4.63671943863491,2022,3,26,22,6,1
2038,4.98618099276293,2022,3,26,23,6,1
2039,4.908346373888961,2022,3,27,0,6,1
2040,5.06242715002722,2022,3,27,1,7,1
2041,5.2133310029461395,2022,3,27,2,7,1
2042,5.40553485771655,2022,3,27,3,7,1
2043,5.64856948399649,2022,3,27,4,7,1
2044,6.56034644794867,2022,3,27,5,7,1
2045,6.225181048307711,2022,3,27,6,7,1
2046,6.11081181241127,2022,3,27,7,7,1
2047,6.29666182074299,2022,3,27,8,7,1
2048,5.4944887078582205,2022,3,27,9,7,1
2049,6.28871951269463,2022,3,27,10,7,1
2050,5.97896949880843,2022,3,27,11,7,1
2051,5.9313156505182505,2022,3,27,12,7,1
2052,5.8566579548636195,2022,3,27,13,7,1
2053,5.42777332025197,2022,3,27,14,7,1
2054,5.47542716854215,2022,3,27,15,7,1
2055,5.273692544113709,2022,3,27,16,7,1
2056,4.87657714169551,2022,3,27,17,7,1
2057,4.860692525598781,2022,3,27,18,7,1
2058,5.01000791690802,2022,3,27,19,7,1
2059,4.74314636648299,2022,3,27,20,7,1
2060,4.86863483364714,2022,3,27,21,7,1
2061,4.92581945159537,2022,3,27,22,7,1
2062,4.83368867823434,2022,3,27,23,7,1
2063,5.078311766123949,2022,3,28,0,7,0
2064,5.30069639147814,2022,3,28,1,1,0
2065,5.42936178186164,2022,3,28,2,1,0
2066,5.75658487345424,2022,3,28,3,1,0
2067,6.74778491789007,2022,3,28,4,1,0
2068,9.21466579771193,2022,3,28,5,1,0
2069,9.89611582826156,2022,3,28,6,1,0
2070,9.7658619762684,2022,3,28,7,1,0
2071,9.251200414734399,2022,3,28,8,1,0
2072,8.5681619225751,2022,3,28,9,1,0
2073,9.15748117976371,2022,3,28,10,1,0
2074,9.01451963489316,2022,3,28,11,1,0
2075,9.07488117606073,2022,3,28,12,1,0
2076,9.022461942941518,2022,3,28,13,1,0
2077,7.3069234044949,2022,3,28,14,1,0
2078,6.6238849123355905,2022,3,28,15,1,0
2079,5.51672717039364,2022,3,28,16,1,0
2080,4.94170406769209,2022,3,28,17,1,0
2081,4.93217329803406,2022,3,28,18,1,0
2082,5.1402617689011905,2022,3,28,19,1,0
2083,5.06560407324657,2022,3,28,20,1,0
2084,5.041777149101479,2022,3,28,21,1,0
2085,5.03224637944345,2022,3,28,22,1,0
2086,5.0910194590013305,2022,3,28,23,1,0
2087,5.38965024161982,2022,3,29,0,1,0
2088,5.45001178278738,2022,3,29,1,2,0
2089,5.42141947381328,2022,3,29,2,2,0
2090,5.821711799450821,2022,3,29,3,2,0
2091,6.92569261817342,2022,3,29,4,2,0
2092,9.88023121216484,2022,3,29,5,2,0
2093,9.52759273481748,2022,3,29,6,2,0
2094,9.41957734535972,2022,3,29,7,2,0
2095,9.48470427135631,2022,3,29,8,2,0
2096,8.46491191794637,2022,3,29,9,2,0
2097,9.18766195034749,2022,3,29,10,2,0
2098,8.66823500398449,2022,3,29,11,2,0
2099,9.07170425284138,2022,3,29,12,2,0
2100,8.828669626561439,2022,3,29,13,2,0
2101,6.15370027587244,2022,3,29,14,2,0
2102,5.73275794930915,2022,3,29,15,2,0
2103,5.76135025828326,2022,3,29,16,2,0
2104,5.01477330173704,2022,3,29,17,2,0
2105,5.02748099461442,2022,3,29,18,2,0
2106,5.05766176519821,2022,3,29,19,2,0
2107,5.01318484012737,2022,3,29,20,2,0
2108,4.99571176242096,2022,3,29,21,2,0
2109,5.15296946177857,2022,3,29,22,2,0
2110,5.1275540760238005,2022,3,29,23,2,0
2111,5.07513484290461,2022,3,30,0,2,0
2112,5.416654088984259,2022,3,30,1,3,0
2113,5.5024310159065895,2022,3,30,2,3,0
2114,5.79470795208639,2022,3,30,3,3,0
2115,6.76684645720614,2022,3,30,4,3,0
2116,9.71185428153952,2022,3,30,5,3,0
2117,10.007308140938669,2022,3,30,6,3,0
2118,9.287735031756881,2022,3,30,7,3,0
2119,8.88744270611934,2022,3,30,8,3,0
2120,8.6380542334007,2022,3,30,9,3,0
2121,9.16224656459274,2022,3,30,10,3,0
2122,8.54433499843001,2022,3,30,11,3,0
2123,8.943038862457879,2022,3,30,12,3,0
2124,8.35848499009829,2022,3,30,13,3,0
2125,7.20685032308551,2022,3,30,14,3,0
2126,6.86056569217683,2022,3,30,15,3,0
2127,6.8748618466639,2022,3,30,16,3,0
2128,5.2276271574332,2022,3,30,17,3,0
2129,5.03224637944344,2022,3,30,18,3,0
2130,5.18315023236236,2022,3,30,19,3,0
2131,4.9734732998855495,2022,3,30,20,3,0
2132,5.08625407417231,2022,3,30,21,3,0
2133,5.184738693972021,2022,3,30,22,3,0
2134,5.11325792153676,2022,3,30,23,3,0
2135,5.14185023051087,2022,3,31,0,3,0
2136,5.18156177075269,2022,3,31,1,4,0
2137,5.61521179019336,2022,3,31,2,4,0
2138,5.396004088058509,2022,3,31,3,4,0
2139,6.187057969675569,2022,3,31,4,4,0
2140,8.30606575697909,2022,3,31,5,4,0
2141,9.93741583011306,2022,3,31,6,4,0
2142,9.84528505675204,2022,3,31,7,4,0
2143,9.13524271722829,2022,3,31,8,4,0
2144,8.46491191794637,2022,3,31,9,4,0
2145,8.9891042491384,2022,3,31,10,4,0
2146,8.9128580918741,2022,3,31,11,4,0
2147,8.62375807891365,2022,3,31,12,4,0
2148,8.96845424821265,2022,3,31,13,4,0
2149,7.63891188091651,2022,3,31,14,4,0
2150,6.84626953768978,2022,3,31,15,4,0
2151,7.10042339523743,2022,3,31,16,4,0
2152,5.95355411305367,2022,3,31,17,4,0
2153,5.09578484383036,2022,3,31,18,4,0
2154,5.15296946177857,2022,3,31,19,4,0
2155,5.00047714724999,2022,3,31,20,4,0
2156,5.07831176612395,2022,3,31,21,4,0
2157,5.08148868934329,2022,3,31,22,4,0
2158,5.23715792709123,2022,3,31,23,4,0
2159,5.0115963785177,2022,4,1,0,4,0
2160,3.96057456452035,2022,4,1,1,5,0
2161,4.22307776240135,2022,4,1,2,5,0
2162,4.60685436749054,2022,4,1,3,5,0
2163,5.33142459789891,2022,4,1,4,5,0
2164,8.42773424775842,2022,4,1,5,5,0
2165,8.5137002072984,2022,4,1,6,5,0
2166,8.536726803603749,2022,4,1,7,5,0
2167,7.689348059566839,2022,4,1,8,5,0
2168,0.472812777469871,2022,4,1,9,5,0
2169,7.4222395424247605,2022,4,1,10,5,0
2170,7.802945934673231,2022,4,1,11,5,0
2171,7.32859805078301,2022,4,1,12,5,0
2172,7.11982357761449,2022,4,1,13,5,0
2173,5.6630075846959596,2022,4,1,14,5,0
2174,5.31300332085463,2022,4,1,15,5,0
2175,4.629880963795889,2022,4,1,16,5,0
2176,3.69960647305971,2022,4,1,17,5,0
2177,3.4678054035858503,2022,4,1,18,5,0
2178,3.7395192399889803,2022,4,1,19,5,0
2179,3.44017348801943,2022,4,1,20,5,0
2180,3.53842029892225,2022,4,1,21,5,0
2181,3.47394582926727,2022,4,1,22,5,0
2182,3.6735096639136398,2022,4,1,23,5,0
2183,3.7287734950464797,2022,4,2,0,5,1
2184,3.7732915812368297,2022,4,2,1,6,1
2185,3.82548519952896,2022,4,2,2,6,1
2186,4.47637032176021,2022,4,2,3,6,1
2187,4.94918309923008,2022,4,2,4,6,1
2188,7.53430231111081,2022,4,2,5,6,1
2189,7.69702359166862,2022,4,2,6,6,1
2190,7.0123661281895195,2022,4,2,7,6,1
2191,7.42530975526548,2022,4,2,8,6,1
2192,6.21718100244474,2022,4,2,9,6,1
2193,7.04613846943737,2022,4,2,10,6,1
2194,7.3040363480573,2022,4,2,11,6,1
2195,7.144385280340201,2022,4,2,12,6,1
2196,6.81894271922457,2022,4,2,13,6,1
2197,1.171286198732182,2022,4,2,14,6,1
